타임스탬프,참가자 이름,참가자 ID,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호 (ex, A-1),이 에이전트가 제공한 정보는 협업에 큰 도움이 되었다.,나는 이 에이전트가 다음에 무엇을 할지 예측할 수 있었다.,이 에이전트와 내가 한 팀처럼 조화롭게 움직였다고 느낀다.,이 에이전트와 플레이하는 것이 즐거웠다.,실험번호의 앞자리 (ex, A),가장 선호하는 협업 방식을 선택해주세요. (실험 번호의 뒷자리),위 방식들을 가장 선호하신 이유가 무엇인가요?,가장 선호하지 않는 협업 방식을 선택해주세요. (실험 번호의 뒷자리),위 방식들을 가장 선호하지 않으신 이유가 무엇인가요?
2026. 3. 14 오후 8:10:00,참가자9,P009,C-4,4,4,5,4,C-1,4,4,5,5,C-9,7,6,7,7,C-6,5,5,5,3,C-2,5,4,3,5,C-7,4,3,3,3,C-5,5,5,3,4,C-0,2,1,3,3,C-8,7,7,6,7,C-3,3,4,5,4,C,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 13 오후 11:50:00,참가자10,P010,A-8,6,7,6,6,A-7,4,4,5,4,A-6,5,5,5,5,A-4,3,5,5,5,A-0,3,3,2,3,A-5,4,4,4,4,A-2,4,4,5,3,A-3,3,5,3,3,A-1,4,5,5,5,A-9,7,7,6,6,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 15 오후 2:14:00,참가자10,P010,B-7,5,5,5,3,B-9,6,6,6,6,B-1,4,3,5,3,B-0,1,2,2,2,B-8,7,6,6,6,B-3,3,4,4,3,B-4,3,4,3,4,B-6,4,5,4,4,B-2,4,4,4,4,B-5,4,3,4,5,B,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 12 오후 5:12:00,참가자10,P010,C-9,6,6,6,6,C-5,3,3,5,3,C-2,4,3,5,3,C-7,5,3,3,5,C-6,4,4,4,5,C-1,5,3,4,4,C-4,4,4,4,5,C-3,5,3,3,3,C-0,3,2,2,3,C-8,6,7,7,7,C,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 13 오후 4:35:00,참가자11,P011,A-1,5,5,4,3,A-4,3,5,3,4,A-0,3,2,3,3,A-2,5,5,3,3,A-9,6,6,7,7,A-3,5,5,3,3,A-8,6,7,6,7,A-5,5,5,5,5,A-6,4,5,5,4,A-7,3,4,4,5,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 11 오후 4:30:00,참가자11,P011,B-1,3,5,3,4,B-5,4,3,4,4,B-4,5,5,5,3,B-8,6,6,7,7,B-6,3,5,4,3,B-2,4,4,3,5,B-0,2,1,3,3,B-3,3,4,5,3,B-9,6,6,6,7,B-7,3,5,5,4,B,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 14 오후 5:34:00,참가자11,P011,C-9,7,6,6,7,C-4,5,4,4,5,C-7,4,5,3,5,C-8,7,6,7,6,C-6,4,3,4,3,C-0,1,3,2,1,C-1,3,5,3,5,C-2,5,5,3,3,C-3,4,3,3,3,C-5,5,5,5,3,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 10 오후 5:34:00,참가자12,P012,A-9,6,7,6,7,A-2,3,5,4,3,A-3,5,5,4,3,A-0,2,2,3,1,A-4,4,4,4,3,A-5,4,4,5,5,A-8,7,6,7,6,A-7,4,4,5,5,A-1,3,4,5,3,A-6,3,5,5,3,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 12 오후 6:58:00,참가자12,P012,B-6,5,3,3,4,B-0,3,3,2,3,B-5,4,5,3,3,B-1,3,5,5,5,B-7,3,5,4,3,B-9,7,7,6,6,B-2,5,5,5,5,B-3,4,5,3,3,B-4,5,5,5,3,B-8,6,7,6,6,B,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 9 오후 5:33:00,참가자12,P012,C-9,7,7,7,6,C-4,5,3,3,3,C-0,1,1,3,1,C-1,3,4,4,5,C-3,3,4,4,4,C-5,5,4,5,3,C-2,5,3,4,3,C-6,5,4,3,3,C-7,3,3,4,5,C-8,6,6,6,6,C,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 9 오후 4:42:00,참가자13,P013,A-1,4,4,3,5,A-6,3,3,4,5,A-4,3,5,4,5,A-2,5,4,4,3,A-5,5,4,3,4,A-9,7,6,7,6,A-8,6,7,6,6,A-0,3,1,3,1,A-7,5,5,3,5,A-3,4,5,3,3,A,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 12 오후 1:27:00,참가자13,P013,B-3,4,4,4,5,B-9,6,7,6,7,B-5,4,5,5,3,B-8,7,6,7,7,B-1,5,4,5,4,B-6,4,5,5,5,B-2,4,5,4,5,B-0,3,2,2,1,B-7,4,5,5,5,B-4,5,3,3,3,B,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 13 오후 8:29:00,참가자13,P013,C-0,3,3,2,2,C-7,5,4,5,4,C-9,6,6,7,6,C-4,4,5,3,4,C-2,4,4,5,5,C-1,5,3,5,3,C-5,3,3,5,3,C-3,4,4,4,4,C-6,5,4,5,3,C-8,7,7,7,6,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 14 오후 2:51:00,참가자14,P014,A-4,4,3,4,4,A-3,3,5,3,3,A-2,4,4,3,3,A-1,3,5,5,5,A-5,5,4,5,4,A-7,5,3,5,5,A-0,2,1,1,3,A-9,6,6,6,6,A-6,3,3,4,5,A-8,6,6,6,6,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 9 오후 6:40:00,참가자14,P014,B-0,2,2,2,1,B-3,5,5,5,3,B-5,4,3,3,5,B-2,5,3,5,4,B-7,4,3,4,4,B-6,5,5,3,3,B-9,7,7,7,7,B-1,5,4,5,4,B-4,3,3,4,3,B-8,6,6,7,7,B,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 15 오후 3:11:00,참가자14,P014,C-9,7,7,7,7,C-3,4,5,3,5,C-1,5,4,4,5,C-2,5,3,5,3,C-7,4,3,5,5,C-4,4,3,3,3,C-6,4,5,3,5,C-5,4,3,3,4,C-0,1,2,1,2,C-8,7,7,6,6,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 14 오후 1:18:00,참가자15,P015,A-7,4,5,3,5,A-8,6,6,6,7,A-9,6,7,6,7,A-6,5,3,4,3,A-2,3,3,4,3,A-4,4,3,3,4,A-1,4,5,4,5,A-0,1,2,3,1,A-5,3,4,4,4,A-3,3,5,4,3,A,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 9 오후 4:29:00,참가자15,P015,B-6,3,5,3,4,B-2,3,5,3,4,B-0,1,1,3,2,B-1,3,3,3,5,B-4,3,5,5,4,B-5,4,4,5,3,B-8,7,7,7,6,B-9,6,6,6,7,B-3,4,5,3,5,B-7,5,3,5,5,B,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 12 오후 9:39:00,참가자15,P015,C-5,5,5,5,4,C-3,4,3,3,5,C-1,4,3,3,4,C-6,3,4,4,5,C-4,5,5,5,3,C-2,5,4,5,3,C-0,3,1,1,2,C-9,7,7,6,6,C-8,6,7,6,6,C-7,4,5,5,3,C,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 9 오후 10:59:00,참가자16,P016,A-0,2,3,3,2,A-9,6,6,6,6,A-4,5,5,3,5,A-1,5,3,4,5,A-8,6,7,7,6,A-7,3,4,4,4,A-2,3,3,4,5,A-6,3,5,4,4,A-5,4,3,4,3,A-3,5,4,3,3,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 11 오후 11:52:00,참가자16,P016,B-8,7,7,7,6,B-9,7,6,6,6,B-7,5,4,4,5,B-1,3,5,3,4,B-4,3,5,5,5,B-0,1,3,1,1,B-2,5,4,4,4,B-6,5,5,5,5,B-3,3,5,4,3,B-5,3,3,3,5,B,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 14 오후 3:38:00,참가자16,P016,C-2,4,3,3,4,C-0,1,3,3,2,C-5,4,4,4,5,C-3,3,3,5,4,C-4,4,3,4,3,C-6,4,4,3,3,C-9,7,7,7,6,C-7,4,3,5,4,C-1,5,4,3,3,C-8,7,6,7,6,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 12 오후 9:30:00,참가자17,P017,A-6,5,3,3,5,A-8,7,6,6,6,A-3,4,5,3,3,A-2,3,3,4,5,A-4,3,5,4,5,A-7,4,3,5,4,A-0,1,2,2,2,A-1,5,5,3,3,A-9,6,7,6,6,A-5,3,3,3,3,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 10 오후 11:33:00,참가자17,P017,B-6,5,4,4,3,B-9,6,7,6,6,B-8,7,7,6,6,B-7,5,4,5,3,B-0,2,1,2,3,B-2,3,4,3,5,B-4,5,4,4,4,B-5,3,4,3,4,B-3,3,3,3,4,B-1,4,5,3,5,B,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 10 오후 10:15:00,참가자17,P017,C-3,4,4,3,4,C-4,3,5,3,4,C-6,5,4,5,4,C-0,2,1,2,1,C-8,7,7,7,7,C-2,4,5,3,5,C-7,4,5,5,5,C-1,4,3,5,4,C-9,7,7,6,6,C-5,3,3,4,3,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 14 오후 4:38:00,참가자18,P018,A-8,6,7,6,7,A-5,5,4,3,4,A-4,3,5,5,3,A-9,6,6,6,6,A-3,3,4,3,5,A-6,4,3,3,4,A-1,3,5,5,3,A-7,4,3,5,5,A-0,1,1,3,1,A-2,4,5,5,4,A,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 12 오후 11:21:00,참가자18,P018,B-7,4,4,4,4,B-2,4,3,3,5,B-6,4,3,4,4,B-5,3,5,3,4,B-8,7,6,6,6,B-1,5,5,3,4,B-3,4,4,5,5,B-0,1,2,3,2,B-4,5,4,3,4,B-9,7,7,6,7,B,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 9 오후 9:16:00,참가자18,P018,C-6,4,5,3,4,C-3,5,5,5,4,C-5,3,4,5,4,C-0,2,1,1,2,C-4,5,3,4,4,C-1,5,5,5,3,C-7,5,4,5,4,C-9,6,6,7,7,C-8,6,6,7,7,C-2,3,5,5,4,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 10 오후 9:25:00,참가자19,P019,A-7,4,4,4,4,A-3,5,4,5,4,A-8,7,6,7,6,A-4,3,4,4,5,A-5,5,3,4,4,A-2,3,5,5,4,A-0,2,1,1,2,A-6,4,3,5,5,A-9,7,6,7,7,A-1,3,4,5,3,A,8,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 15 오후 1:51:00,참가자19,P019,B-9,7,6,7,6,B-8,7,6,6,7,B-0,2,3,1,2,B-5,3,3,3,4,B-4,3,3,5,4,B-6,3,4,5,3,B-7,4,4,4,5,B-1,5,5,5,4,B-2,4,3,4,5,B-3,3,5,3,4,B,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
2026. 3. 15 오후 6:57:00,참가자19,P019,C-1,4,5,4,4,C-2,5,3,5,4,C-9,7,7,7,6,C-4,3,5,4,4,C-8,7,7,7,6,C-6,5,3,4,5,C-0,3,1,1,2,C-3,4,4,5,4,C-5,5,5,3,5,C-7,4,5,3,5,C,9,행동을 미리 알 수 있어서 편했다.,0,의도를 전혀 알 수 없었다.
